customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,online_security,num_products,senior_citizen,has_partner,has_dependents,churn
CUST01604,36,89.87,3147.44,One year,Electronic check,Fiber optic,Yes,No,2,0,Yes,No,Yes
CUST01605,6,61.29,364.51,One year,Mailed check,No,No internet service,No internet service,3,0,No,No,Yes
CUST01606,35,70.72,2434.8,One year,Mailed check,No,No internet service,No internet service,3,0,No,No,No
CUST01607,38,46.99,1813.39,One year,Mailed check,No,No internet service,No internet service,1,0,No,Yes,Yes
CUST01608,35,50.57,1855.74,Month-to-month,Bank transfer,DSL,No,Yes,1,1,Yes,No,No
CUST01609,53,118.62,6483.83,Two year,Bank transfer,No,No internet service,No internet service,3,0,No,No,Yes
CUST01610,38,103.14,3798.67,Two year,Electronic check,Fiber optic,No,No,2,0,Yes,Yes,No
CUST01611,59,94.92,5643.78,Two year,Electronic check,No,No internet service,No internet service,2,1,Yes,No,No
CUST01612,43,74.56,3067.07,Two year,Mailed check,Fiber optic,No,Yes,2,0,Yes,Yes,No
CUST01613,4,82.04,319.85,Month-to-month,Electronic check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST01614,5,124.92,604.13,Month-to-month,Electronic check,Fiber optic,No,No,4,0,Yes,No,No
CUST01615,68,145.78,9750.02,One year,Electronic check,DSL,No,Yes,2,0,Yes,Yes,No
CUST01616,45,85.64,3922.71,One year,Credit card,Fiber optic,No,No,2,0,Yes,No,No
CUST01617,25,51.65,1291.17,Month-to-month,Bank transfer,No,No internet service,No internet service,2,1,No,No,Yes
CUST01618,11,103.12,1183.43,Month-to-month,Electronic check,DSL,Yes,Yes,3,0,No,No,Yes
CUST01619,29,80.2,2258.99,Month-to-month,Electronic check,DSL,No,No,2,0,Yes,No,Yes
CUST01620,34,93.34,3130.47,Month-to-month,Bank transfer,DSL,Yes,Yes,2,0,No,No,Yes
CUST01621,14,100.88,1388.29,One year,Mailed check,Fiber optic,No,No,4,0,No,No,No
CUST01622,24,39.95,933.48,One year,Bank transfer,No,No internet service,No internet service,2,0,No,No,No
CUST01623,59,70.45,4361.54,Two year,Credit card,DSL,Yes,No,1,0,Yes,Yes,No
CUST01624,39,81.2,3131.09,Two year,Mailed check,DSL,Yes,Yes,2,1,No,No,No
CUST01625,26,70.76,1920.8,One year,Electronic check,No,No internet service,No internet service,2,0,No,No,No
CUST01626,43,59.44,2527.93,Two year,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST01627,36,85.82,2998.1,Month-to-month,Credit card,DSL,No,Yes,2,0,Yes,No,No
CUST01628,39,68.33,2563.39,Two year,Mailed check,No,No internet service,No internet service,2,0,Yes,No,No
CUST01629,61,136.04,8593.5,Two year,Bank transfer,Fiber optic,No,Yes,2,0,No,No,No
CUST01630,16,104.38,1591.94,Two year,Electronic check,No,No internet service,No internet service,3,0,Yes,No,No
CUST01631,59,93.43,5768.36,One year,Mailed check,Fiber optic,No,Yes,2,1,Yes,No,No
CUST01632,6,73.03,434.6,Month-to-month,Bank transfer,No,No internet service,No internet service,4,0,Yes,No,No
CUST01633,56,79.61,4345.54,One year,Credit card,DSL,No,No,1,0,No,No,No
CUST01634,8,21.08,170.62,Month-to-month,Bank transfer,DSL,No,No,1,1,No,No,Yes
CUST01635,27,150.0,3901.33,One year,Bank transfer,Fiber optic,No,No,2,1,Yes,No,No
CUST01636,71,76.41,5192.99,One year,Electronic check,Fiber optic,No,No,2,0,No,Yes,No
CUST01637,27,84.0,2342.34,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,Yes
CUST01638,46,79.69,3638.13,Two year,Mailed check,Fiber optic,No,No,1,0,No,No,Yes
CUST01639,41,100.47,4126.79,Two year,Electronic check,DSL,No,Yes,2,1,No,Yes,No
CUST01640,25,83.03,2008.64,Two year,Bank transfer,Fiber optic,No,Yes,1,1,No,Yes,No
CUST01641,18,150.0,2581.58,Two year,Electronic check,Fiber optic,No,No,2,0,No,No,No
CUST01642,12,60.1,711.66,Month-to-month,Bank transfer,No,No internet service,No internet service,3,1,Yes,No,Yes
CUST01643,51,84.86,4330.52,Two year,Credit card,Fiber optic,No,No,3,0,No,No,No
CUST01644,39,72.78,2913.76,One year,Mailed check,Fiber optic,No,Yes,1,0,Yes,Yes,No
CUST01645,10,143.37,1433.85,Month-to-month,Electronic check,Fiber optic,No,No,2,0,No,Yes,Yes
CUST01646,54,46.12,2560.84,Two year,Bank transfer,No,No internet service,No internet service,2,1,No,No,No
CUST01647,29,131.16,3657.36,Two year,Credit card,Fiber optic,Yes,Yes,3,0,No,No,No
CUST01648,41,85.08,3336.18,Two year,Bank transfer,DSL,No,No,3,1,Yes,Yes,Yes
CUST01649,9,95.08,826.53,Month-to-month,Electronic check,No,No internet service,No internet service,1,1,No,No,Yes
CUST01650,63,98.22,6356.18,One year,Electronic check,Fiber optic,No,No,1,0,Yes,No,Yes
CUST01651,37,79.14,3004.12,Two year,Electronic check,Fiber optic,No,Yes,1,0,Yes,Yes,No
CUST01652,14,46.08,621.98,Month-to-month,Electronic check,No,No internet service,No internet service,1,0,No,Yes,Yes
CUST01653,72,79.4,5448.68,Two year,Credit card,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST01654,39,41.14,1634.19,Month-to-month,Credit card,No,No internet service,No internet service,2,0,No,No,No
CUST01655,40,39.4,1631.99,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST01656,54,56.7,3139.6,One year,Electronic check,DSL,No,Yes,2,1,Yes,No,Yes
CUST01657,3,98.41,286.46,Two year,Electronic check,Fiber optic,No,No,3,0,No,No,Yes
CUST01658,55,86.59,4802.34,Two year,Credit card,Fiber optic,No,No,2,0,Yes,No,No
CUST01659,33,81.28,2751.27,One year,Mailed check,Fiber optic,No,Yes,1,0,Yes,No,No
CUST01660,71,132.05,9146.63,Month-to-month,Bank transfer,No,No internet service,No internet service,2,0,No,No,No
CUST01661,19,54.08,1030.37,One year,Mailed check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST01662,34,141.62,4725.74,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,3,0,No,No,No
CUST01663,50,43.52,2116.29,Two year,Mailed check,No,No internet service,No internet service,1,1,Yes,No,No
CUST01664,47,48.02,2362.92,Two year,Electronic check,DSL,No,No,2,0,No,No,No
CUST01665,46,110.81,5307.56,Two year,Bank transfer,Fiber optic,No,Yes,2,1,No,No,No
CUST01666,56,150.0,8354.36,Two year,Mailed check,Fiber optic,No,No,2,1,No,Yes,No
CUST01667,57,71.72,3939.55,Two year,Electronic check,Fiber optic,No,No,2,0,Yes,No,No
CUST01668,51,58.24,3037.93,Two year,Electronic check,DSL,No,Yes,1,1,No,No,No
CUST01669,54,56.31,2966.46,Two year,Mailed check,No,No internet service,No internet service,2,0,No,No,No
CUST01670,28,70.56,1910.19,One year,Mailed check,Fiber optic,Yes,Yes,1,1,No,No,Yes
CUST01671,19,53.91,1012.16,One year,Bank transfer,No,No internet service,No internet service,1,0,Yes,No,No
CUST01672,27,133.71,3620.95,One year,Credit card,Fiber optic,Yes,Yes,2,1,No,No,No
CUST01673,48,101.54,4677.72,One year,Electronic check,DSL,Yes,Yes,1,1,No,No,No
CUST01674,19,69.15,1323.28,One year,Electronic check,Fiber optic,No,No,1,1,Yes,No,No
CUST01675,51,150.0,7279.24,Two year,Electronic check,Fiber optic,No,Yes,2,1,Yes,No,No
CUST01676,7,39.73,289.01,Month-to-month,Mailed check,No,No internet service,No internet service,2,0,No,No,Yes
CUST01677,29,80.08,2420.03,Month-to-month,Mailed check,DSL,Yes,Yes,1,0,Yes,No,No
CUST01678,43,52.4,2305.72,Two year,Bank transfer,No,No internet service,No internet service,2,0,No,No,No
CUST01679,69,90.77,6242.18,Two year,Electronic check,No,No internet service,No internet service,1,0,No,Yes,No
CUST01680,58,63.81,3610.27,Two year,Mailed check,No,No internet service,No internet service,1,0,No,Yes,No
CUST01681,8,140.59,1152.18,Month-to-month,Credit card,Fiber optic,No,No,2,0,Yes,No,No
CUST01682,42,28.32,1240.8,One year,Credit card,No,No internet service,No internet service,1,1,Yes,No,No
CUST01683,42,121.44,4926.32,Two year,Credit card,Fiber optic,Yes,No,4,0,No,No,No
CUST01684,13,74.66,967.26,One year,Bank transfer,DSL,No,No,1,1,Yes,No,No
CUST01685,26,111.63,2848.76,One year,Credit card,DSL,Yes,Yes,3,0,No,Yes,No
CUST01686,18,68.14,1208.95,Month-to-month,Electronic check,No,No internet service,No internet service,3,1,Yes,No,No
CUST01687,42,97.43,4053.5,Two year,Electronic check,DSL,No,No,4,1,Yes,No,Yes
CUST01688,51,89.18,4753.67,One year,Electronic check,Fiber optic,No,No,2,0,Yes,No,No
CUST01689,16,77.11,1203.98,One year,Bank transfer,DSL,Yes,No,3,0,Yes,No,No
CUST01690,3,136.95,410.55,Two year,Credit card,DSL,No,No,4,1,No,No,Yes
CUST01691,45,80.73,3796.87,One year,Electronic check,DSL,No,No,1,0,Yes,Yes,Yes
CUST01692,22,42.71,937.37,One year,Bank transfer,No,No internet service,No internet service,2,0,Yes,No,Yes
CUST01693,23,134.93,3216.23,One year,Bank transfer,Fiber optic,No,No,1,0,Yes,Yes,No
CUST01694,59,31.21,1760.14,Two year,Credit card,No,No internet service,No internet service,2,0,Yes,No,No
CUST01695,62,81.81,5302.01,Two year,Bank transfer,Fiber optic,No,No,2,0,Yes,No,No
CUST01696,68,32.31,2128.43,Two year,Credit card,No,No internet service,No internet service,1,0,No,No,No
CUST01697,54,133.69,7565.74,Two year,Electronic check,Fiber optic,No,No,3,0,Yes,No,No
CUST01698,57,118.22,6519.93,One year,Electronic check,Fiber optic,Yes,Yes,1,0,Yes,No,No
CUST01699,23,97.6,2232.31,One year,Mailed check,Fiber optic,No,Yes,3,1,Yes,No,No
CUST01700,60,79.26,4664.58,One year,Mailed check,Fiber optic,No,No,1,0,No,Yes,Yes
CUST01701,55,49.21,2688.48,Two year,Electronic check,No,No internet service,No internet service,2,1,Yes,No,No
CUST01702,63,52.11,3201.03,Month-to-month,Bank transfer,Fiber optic,No,No,1,0,Yes,No,No
CUST01703,56,41.45,2429.21,One year,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST01704,55,41.78,2253.26,Two year,Bank transfer,No,No internet service,No internet service,2,0,No,No,No
CUST01705,25,100.61,2553.8,One year,Electronic check,DSL,No,No,1,0,Yes,Yes,No
CUST01706,26,119.38,2991.35,One year,Mailed check,Fiber optic,Yes,No,2,0,Yes,Yes,No
CUST01707,49,83.12,4205.0,Two year,Mailed check,DSL,No,Yes,3,0,No,No,No
CUST01708,63,53.5,3384.83,One year,Electronic check,Fiber optic,No,No,1,0,Yes,No,No
CUST01709,45,87.99,4149.39,Two year,Mailed check,Fiber optic,No,Yes,3,0,No,No,No
CUST01710,39,21.29,823.95,Two year,Electronic check,No,No internet service,No internet service,1,0,No,No,No
CUST01711,65,69.27,4365.42,Two year,Electronic check,DSL,No,Yes,1,0,Yes,Yes,No
CUST01712,69,38.92,2644.13,One year,Bank transfer,DSL,No,No,1,0,Yes,No,Yes
CUST01713,56,106.37,6097.87,Two year,Electronic check,DSL,No,No,4,1,Yes,Yes,No
CUST01714,9,82.86,757.61,Month-to-month,Credit card,Fiber optic,Yes,Yes,1,0,No,No,No
CUST01715,70,70.05,5039.99,Month-to-month,Mailed check,No,No internet service,No internet service,3,0,Yes,Yes,No
CUST01716,28,150.0,4020.86,One year,Credit card,No,No internet service,No internet service,4,1,Yes,No,No
CUST01717,45,73.51,3334.54,Month-to-month,Electronic check,Fiber optic,Yes,No,1,0,No,Yes,No
CUST01718,26,55.34,1501.02,Two year,Mailed check,No,No internet service,No internet service,2,0,No,No,No
CUST01719,28,103.89,2794.86,Two year,Electronic check,Fiber optic,No,Yes,3,1,Yes,No,No
CUST01720,40,52.42,2011.74,One year,Credit card,DSL,Yes,No,1,0,No,No,No
CUST01721,15,49.77,762.72,Month-to-month,Mailed check,DSL,No,Yes,1,0,Yes,No,No
CUST01722,6,45.8,269.72,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,Yes,No,Yes
CUST01723,27,150.0,4114.22,One year,Credit card,Fiber optic,Yes,Yes,3,0,Yes,Yes,No
CUST01724,38,134.6,5138.01,One year,Mailed check,Fiber optic,No,Yes,3,0,Yes,No,No
CUST01725,68,77.23,5506.9,One year,Electronic check,Fiber optic,No,No,1,0,Yes,No,Yes
CUST01726,64,80.56,5356.43,Two year,Mailed check,Fiber optic,No,Yes,1,0,Yes,Yes,No
CUST01727,30,73.24,2236.33,Month-to-month,Bank transfer,No,No internet service,No internet service,3,0,No,Yes,No
CUST01728,3,44.89,131.46,One year,Electronic check,DSL,No,No,1,1,No,No,Yes
CUST01729,62,44.17,2673.34,Two year,Mailed check,No,No internet service,No internet service,2,1,No,No,No
CUST01730,12,76.55,953.71,Month-to-month,Electronic check,Fiber optic,No,Yes,1,0,Yes,No,Yes
CUST01731,30,80.04,2421.69,Two year,Mailed check,DSL,No,No,3,0,Yes,No,No
CUST01732,38,105.79,4136.31,One year,Bank transfer,Fiber optic,Yes,No,3,0,Yes,Yes,No
CUST01733,60,56.35,3364.05,Month-to-month,Mailed check,Fiber optic,No,No,1,0,No,Yes,No
CUST01734,38,74.9,2733.23,Two year,Mailed check,Fiber optic,Yes,Yes,1,0,No,No,No
CUST01735,15,91.54,1350.13,One year,Electronic check,Fiber optic,No,Yes,2,0,Yes,Yes,No
CUST01736,18,70.34,1223.22,One year,Electronic check,Fiber optic,No,Yes,1,1,Yes,No,Yes
CUST01737,52,62.65,3349.62,Two year,Electronic check,No,No internet service,No internet service,2,0,Yes,No,Yes
CUST01738,29,79.53,2352.62,Two year,Mailed check,Fiber optic,No,No,2,0,Yes,Yes,Yes
CUST01739,60,50.2,2888.03,Two year,Mailed check,DSL,Yes,No,1,0,Yes,No,No
CUST01740,21,74.56,1584.77,Two year,Credit card,Fiber optic,No,Yes,1,0,No,Yes,No
CUST01741,17,105.99,1869.24,Month-to-month,Electronic check,Fiber optic,Yes,Yes,3,1,No,No,No
CUST01742,18,72.38,1328.55,Month-to-month,Mailed check,DSL,Yes,No,2,0,Yes,Yes,Yes
CUST01743,57,63.63,3630.94,Two year,Mailed check,No,No internet service,No internet service,1,1,Yes,No,No
CUST01744,37,97.66,3545.44,Two year,Mailed check,Fiber optic,No,Yes,2,0,No,No,No
CUST01745,60,58.34,3635.9,Two year,Credit card,No,No internet service,No internet service,3,0,Yes,No,No
CUST01746,38,35.22,1328.03,One year,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST01747,12,73.12,908.62,Month-to-month,Electronic check,Fiber optic,Yes,Yes,1,0,Yes,Yes,No
CUST01748,1,65.75,67.61,Month-to-month,Bank transfer,Fiber optic,No,Yes,1,0,Yes,No,Yes
CUST01749,58,150.0,8975.12,Two year,Electronic check,Fiber optic,No,Yes,3,1,Yes,No,No
CUST01750,3,150.0,472.04,Month-to-month,Electronic check,Fiber optic,No,Yes,3,0,No,No,Yes
CUST01751,63,47.76,3083.73,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,Yes,Yes,Yes
CUST01752,21,48.85,978.05,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST01753,23,52.2,1165.23,Month-to-month,Bank transfer,DSL,No,No,2,0,No,Yes,No
CUST01754,9,96.6,828.99,One year,Electronic check,Fiber optic,No,No,3,0,Yes,No,No
CUST01755,55,74.19,3953.92,Month-to-month,Mailed check,No,No internet service,No internet service,1,1,No,Yes,No
CUST01756,19,74.29,1349.61,Month-to-month,Mailed check,Fiber optic,No,No,1,1,No,No,Yes
CUST01757,62,61.7,3826.02,Two year,Mailed check,No,No internet service,No internet service,2,1,Yes,Yes,No
CUST01758,39,88.99,3306.87,Two year,Credit card,No,No internet service,No internet service,3,0,No,No,No
CUST01759,27,80.91,2178.58,Month-to-month,Electronic check,Fiber optic,No,No,1,0,Yes,No,No
CUST01760,46,150.0,7175.2,Month-to-month,Credit card,Fiber optic,No,No,2,0,No,Yes,No
CUST01761,34,115.32,4018.34,Two year,Mailed check,Fiber optic,Yes,No,2,0,Yes,No,No
CUST01762,33,117.48,4048.95,One year,Bank transfer,Fiber optic,No,Yes,2,1,No,Yes,Yes
CUST01763,50,89.56,4355.59,One year,Mailed check,Fiber optic,No,Yes,2,0,No,No,No
CUST01764,20,63.37,1271.34,One year,Mailed check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST01765,40,58.55,2299.51,One year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST01766,58,133.39,7731.84,One year,Credit card,DSL,Yes,No,1,0,No,No,No
CUST01767,31,86.73,2703.98,One year,Electronic check,DSL,Yes,Yes,2,0,No,Yes,No
CUST01768,38,135.6,4913.81,Two year,Electronic check,DSL,Yes,No,1,0,Yes,No,Yes
CUST01769,45,85.63,3750.56,One year,Mailed check,Fiber optic,No,Yes,2,0,No,Yes,No
CUST01770,41,77.95,3261.39,Two year,Credit card,Fiber optic,No,Yes,2,0,Yes,No,No
CUST01771,9,80.78,746.86,Month-to-month,Electronic check,Fiber optic,No,Yes,1,0,Yes,No,No
CUST01772,9,68.73,622.87,Month-to-month,Bank transfer,DSL,Yes,Yes,2,1,Yes,No,No
CUST01773,63,116.64,7179.92,Month-to-month,Bank transfer,Fiber optic,No,No,2,1,Yes,Yes,Yes
CUST01774,22,60.28,1313.57,Month-to-month,Bank transfer,Fiber optic,No,Yes,1,1,No,No,No
CUST01775,16,131.93,2025.61,Two year,Mailed check,Fiber optic,No,No,2,1,Yes,No,No
CUST01776,32,123.26,4123.07,One year,Mailed check,Fiber optic,Yes,Yes,3,0,No,Yes,No
CUST01777,66,75.83,5189.29,Month-to-month,Credit card,DSL,Yes,No,2,0,Yes,No,No
CUST01778,14,83.23,1114.6,Two year,Bank transfer,No,No internet service,No internet service,2,0,Yes,No,No
CUST01779,38,41.21,1513.75,Two year,Bank transfer,DSL,No,No,1,0,Yes,No,No
CUST01780,8,107.45,866.57,One year,Electronic check,Fiber optic,Yes,Yes,1,1,Yes,No,Yes
CUST01781,21,28.69,586.37,Two year,Bank transfer,No,No internet service,No internet service,1,0,Yes,No,No
CUST01782,56,98.25,5741.01,One year,Electronic check,Fiber optic,No,Yes,3,1,Yes,Yes,Yes
CUST01783,46,49.01,2312.08,Two year,Electronic check,No,No internet service,No internet service,1,0,No,No,Yes
CUST01784,43,99.14,4166.37,Two year,Bank transfer,DSL,No,No,1,0,Yes,Yes,No
CUST01785,46,106.75,4667.97,Two year,Mailed check,Fiber optic,Yes,No,2,0,Yes,No,No
CUST01786,48,82.15,4061.28,Two year,Bank transfer,Fiber optic,No,No,1,1,Yes,No,No
CUST01787,70,84.57,5874.96,One year,Electronic check,DSL,No,Yes,1,0,No,No,No
CUST01788,31,71.94,2261.89,Two year,Mailed check,Fiber optic,No,No,2,0,No,No,No
CUST01789,33,94.25,3043.99,Month-to-month,Mailed check,Fiber optic,No,No,1,0,Yes,Yes,Yes
CUST01790,44,90.47,3838.52,One year,Mailed check,Fiber optic,No,Yes,2,0,Yes,No,Yes
CUST01791,71,39.66,2865.23,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST01792,8,64.48,513.28,Two year,Bank transfer,DSL,Yes,Yes,1,0,No,Yes,No
CUST01793,2,101.46,197.55,Month-to-month,Credit card,Fiber optic,Yes,Yes,3,0,Yes,No,No
CUST01794,17,106.52,1745.22,One year,Electronic check,Fiber optic,Yes,No,3,0,Yes,No,No
CUST01795,52,87.32,4577.18,One year,Electronic check,Fiber optic,No,No,3,0,Yes,No,Yes
CUST01796,45,65.72,3024.1,Two year,Bank transfer,No,No internet service,No internet service,3,0,Yes,Yes,Yes
CUST01797,37,103.1,3732.26,One year,Bank transfer,Fiber optic,No,Yes,2,0,Yes,No,No
CUST01798,42,73.85,3174.63,Two year,Bank transfer,DSL,No,No,2,0,No,Yes,No
CUST01799,44,102.21,4354.73,Two year,Bank transfer,Fiber optic,Yes,No,2,0,Yes,Yes,No
CUST01800,38,58.69,2194.18,Two year,Mailed check,No,No internet service,No internet service,3,0,No,Yes,No
CUST01801,6,114.53,704.01,Month-to-month,Mailed check,Fiber optic,Yes,Yes,2,1,Yes,Yes,No
CUST01802,68,74.1,5119.49,Two year,Electronic check,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST01803,51,88.36,4402.95,Two year,Electronic check,DSL,No,No,3,0,No,No,No
CUST01804,35,81.41,2741.68,Two year,Bank transfer,DSL,No,Yes,3,0,Yes,No,No
CUST01805,58,84.7,4687.84,One year,Electronic check,DSL,No,No,3,0,No,Yes,Yes
CUST01806,57,65.63,3867.32,Two year,Credit card,Fiber optic,Yes,No,1,1,Yes,Yes,Yes
CUST01807,6,74.62,428.7,Month-to-month,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST01808,13,142.51,1781.28,One year,Credit card,Fiber optic,Yes,Yes,1,0,No,No,No
CUST01809,59,79.41,4562.3,Two year,Credit card,DSL,No,No,2,0,Yes,Yes,No
CUST01810,30,44.26,1320.59,Month-to-month,Mailed check,DSL,No,No,1,0,No,Yes,Yes
CUST01811,2,67.0,137.88,One year,Credit card,Fiber optic,No,No,1,0,Yes,Yes,No
CUST01812,58,121.77,6884.31,Two year,Electronic check,Fiber optic,No,No,1,1,No,Yes,Yes
CUST01813,36,64.88,2345.84,Two year,Electronic check,Fiber optic,No,No,1,0,Yes,Yes,No
CUST01814,72,150.0,10357.6,One year,Bank transfer,Fiber optic,No,No,2,0,Yes,No,No
CUST01815,45,82.87,3715.92,Two year,Electronic check,Fiber optic,No,No,3,0,No,Yes,Yes
CUST01816,9,122.25,1064.78,One year,Credit card,DSL,Yes,No,1,1,No,No,Yes
CUST01817,65,115.09,7264.8,Month-to-month,Bank transfer,DSL,No,No,2,0,No,Yes,Yes
CUST01818,50,56.04,2764.69,One year,Bank transfer,DSL,No,Yes,1,1,No,No,No
CUST01819,32,56.68,1861.16,Two year,Electronic check,DSL,No,Yes,1,0,No,No,No
CUST01820,43,54.44,2398.04,One year,Bank transfer,DSL,Yes,No,2,0,Yes,No,No
CUST01821,54,140.4,7517.14,Two year,Electronic check,Fiber optic,No,No,2,0,Yes,No,No
CUST01822,47,121.41,5488.67,One year,Credit card,No,No internet service,No internet service,3,0,Yes,No,No
CUST01823,14,80.65,1104.34,One year,Electronic check,Fiber optic,No,Yes,2,0,Yes,No,No
CUST01824,48,99.94,4799.69,Two year,Bank transfer,Fiber optic,Yes,No,3,1,Yes,No,No
CUST01825,55,76.01,4334.98,Two year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST01826,29,73.89,2243.15,One year,Electronic check,DSL,Yes,Yes,1,0,Yes,No,No
CUST01827,47,84.41,4021.81,Two year,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST01828,63,111.53,6921.48,Two year,Electronic check,Fiber optic,No,No,3,1,Yes,No,No
CUST01829,19,122.06,2364.0,Month-to-month,Bank transfer,Fiber optic,No,Yes,1,1,Yes,No,Yes
CUST01830,9,74.49,659.43,Month-to-month,Electronic check,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST01831,37,55.4,2075.52,One year,Electronic check,DSL,No,No,2,1,No,Yes,Yes
CUST01832,52,36.02,1825.05,Two year,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST01833,57,132.22,7360.93,One year,Electronic check,DSL,Yes,Yes,1,0,No,Yes,No
CUST01834,28,78.26,2098.2,One year,Mailed check,Fiber optic,Yes,No,1,0,Yes,No,No
CUST01835,36,67.58,2413.45,One year,Credit card,Fiber optic,Yes,No,1,1,Yes,Yes,No
CUST01836,64,85.24,5519.83,Month-to-month,Electronic check,DSL,Yes,No,2,0,Yes,No,Yes
CUST01837,18,80.27,1486.59,Month-to-month,Electronic check,DSL,Yes,No,2,0,Yes,No,Yes
CUST01838,35,93.72,3382.0,One year,Electronic check,DSL,Yes,No,1,0,Yes,No,No
CUST01839,68,78.52,5602.29,Two year,Mailed check,DSL,No,Yes,1,1,Yes,No,No
CUST01840,39,89.38,3342.12,Two year,Mailed check,No,No internet service,No internet service,3,0,Yes,No,No
CUST01841,8,81.61,652.43,Month-to-month,Mailed check,Fiber optic,No,No,2,0,No,No,No
CUST01842,15,120.82,1816.17,Month-to-month,Bank transfer,DSL,No,No,2,0,No,No,No
CUST01843,7,76.99,555.34,Month-to-month,Electronic check,Fiber optic,No,Yes,2,0,Yes,Yes,No
CUST01844,17,64.03,1063.08,Month-to-month,Mailed check,No,No internet service,No internet service,1,0,Yes,No,Yes
CUST01845,64,96.97,5938.83,Two year,Mailed check,DSL,Yes,No,4,1,Yes,No,Yes
CUST01846,12,79.11,931.64,Two year,Bank transfer,DSL,No,Yes,2,0,Yes,No,No
CUST01847,56,31.5,1849.36,Two year,Credit card,No,No internet service,No internet service,1,0,No,No,No
CUST01848,46,76.07,3638.99,Two year,Mailed check,DSL,No,Yes,2,0,Yes,No,No
CUST01849,47,90.85,4225.22,One year,Credit card,Fiber optic,No,No,1,1,No,Yes,Yes
CUST01850,16,50.41,836.91,One year,Electronic check,DSL,No,Yes,1,0,Yes,Yes,Yes
CUST01851,69,61.36,4036.02,Two year,Electronic check,No,No internet service,No internet service,3,0,No,No,No
CUST01852,2,97.6,191.57,Month-to-month,Electronic check,No,No internet service,No internet service,3,1,Yes,No,No
CUST01853,54,35.28,1948.33,One year,Mailed check,No,No internet service,No internet service,1,1,No,No,No
CUST01854,27,56.05,1471.2,One year,Electronic check,Fiber optic,No,No,1,1,Yes,Yes,Yes
CUST01855,31,100.99,3036.27,One year,Electronic check,Fiber optic,No,Yes,3,1,No,No,No
CUST01856,41,81.48,3461.55,One year,Mailed check,DSL,No,No,1,0,Yes,No,No
CUST01857,36,48.51,1766.61,Two year,Electronic check,No,No internet service,No internet service,2,1,Yes,No,No
CUST01858,47,122.72,6049.9,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,No,Yes,Yes
CUST01859,43,76.48,3168.5,One year,Electronic check,Fiber optic,No,No,2,1,No,Yes,No
CUST01860,65,95.5,6118.19,Two year,Credit card,Fiber optic,No,Yes,2,0,No,Yes,No
CUST01861,50,45.03,2208.99,One year,Electronic check,DSL,No,No,2,1,No,Yes,No
CUST01862,1,140.58,145.92,Month-to-month,Bank transfer,Fiber optic,Yes,No,4,0,No,Yes,Yes
CUST01863,72,72.95,5123.87,One year,Bank transfer,Fiber optic,Yes,Yes,1,0,Yes,Yes,No
CUST01864,57,106.51,5982.11,Month-to-month,Mailed check,Fiber optic,No,No,3,0,Yes,No,Yes
CUST01865,16,73.24,1129.99,Month-to-month,Electronic check,Fiber optic,No,No,1,1,Yes,No,No
CUST01866,28,31.52,906.87,Two year,Mailed check,DSL,No,No,1,1,No,No,No
CUST01867,22,84.4,1808.1,One year,Mailed check,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST01868,41,71.46,2803.38,Two year,Mailed check,No,No internet service,No internet service,2,0,Yes,No,No
CUST01869,19,25.78,486.64,One year,Electronic check,No,No internet service,No internet service,1,0,No,No,Yes
CUST01870,50,99.18,4905.17,Two year,Electronic check,Fiber optic,No,No,3,0,No,Yes,Yes
CUST01871,59,108.75,6209.4,Two year,Credit card,Fiber optic,No,Yes,2,1,Yes,No,Yes
CUST01872,69,38.47,2557.17,Two year,Mailed check,DSL,No,No,1,0,Yes,Yes,No
CUST01873,34,51.27,1812.31,One year,Bank transfer,No,No internet service,No internet service,2,0,Yes,No,No
CUST01874,39,90.88,3391.15,Two year,Mailed check,Fiber optic,No,No,3,1,Yes,No,No
CUST01875,7,92.52,621.69,Month-to-month,Credit card,Fiber optic,Yes,No,2,0,Yes,No,No
